,Gender,Age,Relationship status,Highest Educational Qualification,Field of Education,Years of working experience,Years within current field of employment,Employee code/number,Job type,Job Location,Seniority Level,Salary,avg Hours worked per week,Value of benefits/allowance provided,Performance Rating,Training/upskilling opportunities provided,Unpaid Overtime hours per week,Employee department,Years in current role,Years with current supervisor,Years since last promotion,number of employee in company,last salary adjustment percentage,average Travel on work percentage,Work-Life balance,employer Recognition/award,Job satisfaction,Company satisfaction,Label
671,Female,41,Married,Post-graduate,Technical Degree,23,22,58,Contract,Hybrid,Executive,19545,44,1748,2,neutral,14,Operations,15,8,15,6579,6.97,9,neutral,strongly agree,neutral,strongly disagree,1
672,Male,37,Married,Doctorate,Medical,7,5,378,Fixed-term,On-Site,Graduate/intern,6502,40,8846,4,strongly disagree,6,HR,4,1,0,7064,6.43,27,agree,disagree,agree,strongly agree,0
673,Female,45,Divorced,Undergraduate,Other,10,10,1635,Casual/adhoc,Remote,Graduate/intern,5770,54,3910,3,strongly agree,7,Technical,7,9,3,8175,7.83,28,neutral,neutral,agree,neutral,0
674,Male,36,Single,Doctorate,Life Sciences,10,5,27,Permanent,On-Site,Senior,3407,57,0,5,strongly agree,19,Management,3,3,0,4552,9.37,14,neutral,neutral,strongly disagree,neutral,1
675,Male,53,Single,Doctorate,Life Sciences,15,2,1968,Contract,Hybrid,Graduate/intern,10448,51,0,2,strongly disagree,17,HR,2,2,2,8547,6.92,34,disagree,agree,strongly disagree,disagree,1
676,Female,40,Married,Doctorate,Medical,20,5,2051,Casual/adhoc,On-Site,Mid,2001,42,6891,3,strongly disagree,5,Operations,3,2,0,1107,1.56,5,neutral,strongly disagree,neutral,agree,0
677,Male,33,Divorced,5,Marketing,10,9,1268,Fixed-term,On-Site,Mid,8380,30,8377,1,strongly agree,2,Finance,8,8,0,6596,2.43,11,neutral,strongly agree,neutral,strongly agree,0
678,Male,44,Single,Post-graduate,Medical,6,4,2020,Casual/adhoc,On-Site,Graduate/intern,2436,46,9282,2,neutral,8,Management,3,2,1,7788,8.42,46,neutral,agree,strongly agree,neutral,0
679,Male,50,Married,School,Medical,20,20,716,Casual/adhoc,Remote,Graduate/intern,3221,35,5424,5,strongly agree,1,HR,8,8,3,4008,2.09,37,neutral,disagree,neutral,neutral,0
680,Male,29,Single,Post-graduate,Other,10,10,1419,Contract,On-Site,Senior,7988,33,7210,5,strongly disagree,0,Technical,9,9,0,2903,0.73,12,disagree,disagree,strongly disagree,strongly agree,0
681,Female,33,Single,Post-graduate,Marketing,6,3,819,Permanent,Remote,Graduate/intern,5324,49,3687,1,agree,15,Management,2,2,0,4479,7.03,28,neutral,disagree,strongly disagree,disagree,1
682,Female,46,Married,Post-graduate,Life Sciences,14,8,1869,Fixed-term,Remote,Senior,7314,45,7001,1,disagree,22,Operations,7,7,0,198,4.03,18,neutral,agree,disagree,neutral,1
683,Male,35,Married,Undergraduate,Medical,10,4,70,Contract,On-Site,Senior,9884,44,9145,2,agree,11,Technical,0,3,2,8488,9.2,2,neutral,strongly agree,strongly disagree,neutral,0
684,Female,47,Married,Post-graduate,Medical,11,5,1503,Fixed-term,On-Site,Graduate/intern,4591,56,6938,4,agree,8,HR,4,2,1,977,6.5,7,disagree,neutral,neutral,strongly agree,0
685,Male,41,Married,Doctorate,Life Sciences,6,1,1158,Fixed-term,On-Site,Junior,4766,44,6706,1,strongly disagree,3,Technical,0,0,0,1968,0.9,7,neutral,strongly disagree,agree,strongly agree,0
686,Male,32,Married,Post-graduate,Life Sciences,10,10,96,Permanent,Hybrid,Junior,6220,35,7202,4,strongly agree,6,Operations,4,9,0,2765,9.48,19,neutral,neutral,disagree,agree,0
687,Female,38,Married,Undergraduate,Medical,7,0,1687,Casual/adhoc,On-Site,Senior,3306,44,5705,3,neutral,15,Technical,0,0,0,1488,2.59,46,disagree,strongly agree,neutral,strongly agree,0
688,Male,36,Married,School,Life Sciences,16,16,967,Contract,Remote,Graduate/intern,10325,43,5216,5,agree,12,Management,7,7,3,2515,3.37,3,neutral,neutral,strongly agree,strongly agree,1
689,Male,46,Divorced,Undergraduate,Medical,16,4,103,Contract,On-Site,Junior,5021,57,5424,4,strongly agree,7,HR,2,2,0,8861,4.02,50,neutral,agree,disagree,neutral,0
690,Female,20,Single,Post-graduate,Life Sciences,1,1,657,Permanent,Hybrid,Graduate/intern,2836,40,9296,5,neutral,2,Technical,0,0,0,2737,0.51,20,strongly agree,disagree,disagree,strongly agree,0
691,Male,48,Married,School,Marketing,12,2,712,Permanent,On-Site,Graduate/intern,8120,36,9773,4,agree,12,HR,2,2,2,7342,4.97,2,neutral,strongly agree,disagree,strongly agree,0
692,Male,43,Divorced,Post-graduate,Medical,18,1,1076,Permanent,Hybrid,Graduate/intern,10798,38,9390,3,neutral,10,Finance,0,0,0,9357,1.23,44,neutral,strongly agree,strongly agree,neutral,0
693,Female,37,Married,Post-graduate,Medical,17,5,486,Contract,Hybrid,Executive,3452,55,5111,1,strongly agree,2,Management,4,3,0,8713,4.01,7,neutral,neutral,strongly disagree,disagree,0
694,Female,49,Married,Doctorate,Other,27,4,1655,Fixed-term,On-Site,Graduate/intern,16413,45,7083,3,disagree,12,Technical,2,2,1,2983,3.51,22,neutral,agree,disagree,strongly agree,0
695,Male,44,Divorced,Post-graduate,Life Sciences,19,1,392,Permanent,Remote,Executive,3161,34,2977,1,strongly agree,9,Operations,0,0,0,1304,7.73,15,strongly disagree,neutral,neutral,strongly agree,1
696,Female,48,Married,Doctorate,Life Sciences,21,3,664,Permanent,Hybrid,Senior,15402,54,9037,1,strongly disagree,1,HR,2,2,0,644,8.03,12,strongly disagree,neutral,strongly disagree,strongly agree,0
697,Female,20,Single,Post-graduate,Medical,1,1,1016,Fixed-term,On-Site,Junior,2600,49,1252,5,neutral,24,Management,0,0,0,1323,1.53,2,neutral,strongly agree,strongly disagree,strongly disagree,1
698,Male,28,Divorced,Undergraduate,Life Sciences,3,3,1858,Contract,On-Site,Junior,2706,58,8980,3,disagree,8,Management,2,2,2,3272,3.67,47,neutral,neutral,agree,strongly agree,0
699,Female,56,Divorced,Post-graduate,Life Sciences,19,2,241,Permanent,Remote,Junior,4257,39,5013,4,neutral,1,Technical,2,2,2,9059,3.73,8,neutral,disagree,strongly disagree,strongly agree,0
700,Male,27,Married,School,Life Sciences,6,5,1434,Permanent,Hybrid,Junior,2099,47,7192,3,neutral,0,HR,0,4,1,6550,1.51,13,strongly agree,neutral,strongly disagree,agree,0
701,Female,32,Married,Doctorate,Medical,8,8,966,Permanent,Hybrid,Junior,6725,32,10014,5,agree,3,HR,7,3,6,6620,7.98,12,agree,disagree,strongly disagree,strongly agree,0
702,Male,29,Married,Post-graduate,Life Sciences,6,5,94,Permanent,On-Site,Junior,2703,42,9744,1,strongly disagree,3,Management,4,4,0,754,7.07,6,neutral,strongly agree,disagree,strongly agree,0
703,Male,55,Married,Doctorate,Human Resources,35,10,1973,Fixed-term,On-Site,Junior,19636,40,10152,5,neutral,2,Management,9,4,1,6921,1.9,14,neutral,agree,disagree,strongly agree,0
704,Female,40,Married,Post-graduate,Life Sciences,18,18,1628,Contract,Remote,Senior,10435,46,5367,2,strongly agree,3,Operations,15,12,14,2546,3.67,6,neutral,disagree,neutral,strongly agree,0
705,Male,32,Single,Doctorate,Technical Degree,12,7,1764,Permanent,Remote,Graduate/intern,2718,59,5861,2,strongly agree,8,Technical,7,7,0,5992,1.06,37,neutral,agree,disagree,strongly agree,0
706,Female,34,Single,Undergraduate,Medical,10,10,1356,Permanent,Hybrid,Mid,6125,59,6374,4,agree,6,Operations,8,6,9,8512,6.28,33,strongly agree,agree,strongly disagree,strongly agree,0
707,Male,52,Married,Doctorate,Life Sciences,34,33,259,Permanent,Hybrid,Executive,19999,51,7207,5,strongly disagree,2,Operations,18,9,11,3766,1.21,40,neutral,disagree,neutral,agree,0
708,Male,24,Divorced,Post-graduate,Life Sciences,1,1,812,Contract,On-Site,Mid,2694,42,7933,4,strongly disagree,3,HR,0,0,0,4377,9.86,21,neutral,strongly agree,disagree,strongly agree,0
709,Female,36,Married,Doctorate,Marketing,8,6,2045,Contract,Hybrid,Mid,6652,35,10054,4,strongly agree,4,Operations,3,0,0,4502,7.81,23,disagree,strongly disagree,agree,strongly agree,0
710,Female,46,Married,Post-graduate,Marketing,15,3,580,Casual/adhoc,Remote,Graduate/intern,9071,46,5642,2,disagree,4,Management,2,2,1,2669,3.9,48,neutral,agree,strongly agree,strongly agree,0
711,Male,57,Divorced,Undergraduate,Life Sciences,12,5,223,Casual/adhoc,Remote,Graduate/intern,9439,56,6242,4,agree,4,Technical,3,4,1,5615,5.79,36,strongly disagree,agree,agree,agree,0
712,Male,47,Married,Doctorate,Life Sciences,10,10,376,Contract,On-Site,Graduate/intern,11849,42,2211,2,agree,6,Finance,7,9,9,9305,9.11,43,disagree,strongly agree,disagree,strongly disagree,1
713,Male,31,Divorced,Doctorate,Life Sciences,3,2,426,Contract,Remote,Junior,2695,48,5181,1,strongly agree,5,Finance,2,2,2,4085,5.54,0,strongly disagree,strongly agree,strongly agree,agree,0
714,Female,41,Married,5,Life Sciences,22,18,625,Casual/adhoc,Remote,Senior,16595,50,8953,5,strongly agree,5,Operations,16,8,11,8267,1.74,9,neutral,neutral,strongly disagree,strongly agree,0
715,Male,55,Married,Undergraduate,Life Sciences,24,1,106,Permanent,Remote,Junior,10239,48,7322,4,disagree,10,Operations,0,0,1,7548,3.79,42,neutral,strongly agree,strongly agree,strongly agree,0
716,Female,45,Married,Doctorate,Life Sciences,5,1,684,Permanent,Remote,Senior,4286,39,0,2,disagree,12,Finance,1,0,0,4410,8.43,15,neutral,agree,strongly disagree,disagree,1
717,Male,23,Divorced,School,Technical Degree,3,0,113,Casual/adhoc,On-Site,Senior,2322,32,5877,3,strongly disagree,0,Finance,0,0,0,3119,6.44,45,neutral,disagree,strongly disagree,agree,0
718,Male,49,Divorced,Doctorate,Life Sciences,7,7,275,Contract,On-Site,Mid,6804,43,8914,4,agree,0,Operations,7,7,1,3781,6.51,7,neutral,strongly disagree,agree,disagree,0
719,Male,42,Single,Post-graduate,Life Sciences,8,0,1860,Contract,Hybrid,Mid,3968,55,6191,1,agree,3,Finance,0,0,0,9735,8.67,48,neutral,neutral,neutral,strongly disagree,0
720,Male,35,Married,Post-graduate,Life Sciences,10,8,586,Permanent,Remote,Senior,7632,48,4660,1,strongly agree,8,Technical,7,0,0,4296,8.94,24,neutral,disagree,neutral,strongly agree,0
721,Male,37,Divorced,Post-graduate,Other,10,10,306,Casual/adhoc,Hybrid,Senior,12185,34,8460,3,strongly disagree,6,Management,8,7,0,672,9.2,49,neutral,strongly disagree,agree,neutral,0
722,Male,32,Married,Post-graduate,Medical,10,10,1304,Contract,On-Site,Junior,6209,58,2493,2,agree,9,Operations,7,8,0,9624,0.95,11,agree,strongly disagree,agree,agree,0
723,Male,34,Married,Doctorate,Life Sciences,11,7,1807,Casual/adhoc,On-Site,Junior,5346,34,3349,4,strongly disagree,16,Management,1,7,0,4853,5.44,24,disagree,strongly disagree,strongly disagree,disagree,1
724,Male,31,Divorced,Doctorate,Medical,9,2,337,Fixed-term,On-Site,Mid,13675,49,8082,2,strongly disagree,0,Technical,2,2,2,7182,7.41,16,neutral,disagree,neutral,neutral,0
725,Male,21,Single,Undergraduate,Life Sciences,0,0,30,Casual/adhoc,On-Site,Graduate/intern,1232,46,9015,1,strongly agree,0,Operations,0,0,0,4102,7.57,25,neutral,neutral,agree,strongly agree,0
726,Male,31,Divorced,Post-graduate,Marketing,13,7,438,Contract,On-Site,Senior,7547,50,9953,2,strongly disagree,7,Finance,7,7,1,5729,6.07,45,neutral,neutral,strongly agree,agree,0
727,Male,34,Divorced,Post-graduate,Medical,16,14,1485,Fixed-term,On-Site,Junior,17007,39,11055,1,disagree,9,HR,8,9,6,8517,1.67,47,disagree,strongly disagree,strongly disagree,strongly agree,0
728,Male,42,Divorced,Doctorate,Life Sciences,9,4,1998,Fixed-term,On-Site,Mid,5410,34,10443,2,disagree,0,Operations,3,2,1,4300,7.97,13,disagree,disagree,strongly disagree,agree,0
729,Male,38,Married,Post-graduate,Marketing,3,2,893,Casual/adhoc,Remote,Junior,2899,33,7883,3,neutral,10,Operations,2,2,1,2097,7.2,40,neutral,strongly disagree,disagree,neutral,0
730,Male,46,Married,School,Marketing,23,12,1124,Permanent,Hybrid,Senior,17465,35,9751,5,strongly agree,6,HR,9,9,4,9063,0.86,35,neutral,strongly agree,neutral,agree,0
731,Female,32,Married,Post-graduate,Medical,8,8,471,Contract,On-Site,Senior,2370,55,7852,3,neutral,4,Finance,0,7,0,7522,4.64,22,neutral,neutral,disagree,strongly agree,0
732,Female,32,Married,Undergraduate,Life Sciences,12,7,1555,Contract,Remote,Executive,5878,33,8871,3,disagree,2,HR,1,5,2,4624,1.74,42,neutral,agree,disagree,agree,0
733,Female,51,Married,Doctorate,Marketing,29,20,851,Permanent,Remote,Graduate/intern,16307,59,6301,5,neutral,11,Finance,6,17,4,8725,3.37,5,disagree,strongly disagree,neutral,strongly agree,0
734,Female,56,Married,Undergraduate,Life Sciences,5,3,1441,Permanent,Hybrid,Executive,2066,36,8424,5,strongly agree,8,HR,2,0,1,3507,0.18,46,agree,strongly agree,strongly disagree,strongly agree,0
735,Male,54,Married,Doctorate,Medical,16,9,698,Contract,On-Site,Mid,10725,36,6553,4,strongly agree,6,Operations,7,1,7,6831,4.0,4,strongly agree,neutral,disagree,agree,0
736,Male,51,Single,Doctorate,Life Sciences,18,4,179,Contract,Hybrid,Junior,10650,47,544,4,strongly disagree,14,Operations,2,3,0,7895,5.5,42,neutral,disagree,agree,disagree,1
737,Male,36,Married,Post-graduate,Life Sciences,15,12,1790,Permanent,On-Site,Mid,8321,32,8430,3,agree,11,Technical,8,7,5,9157,6.2,24,neutral,neutral,strongly disagree,strongly agree,0
738,Female,27,Married,Doctorate,Marketing,8,8,458,Casual/adhoc,Remote,Senior,6214,30,11682,3,strongly disagree,5,HR,7,7,0,2893,6.63,17,neutral,disagree,disagree,agree,0
739,Male,42,Married,Undergraduate,Medical,23,22,1109,Casual/adhoc,Remote,Executive,17665,53,8289,1,strongly agree,6,Finance,6,7,13,7434,8.36,12,neutral,disagree,strongly disagree,neutral,0
740,Female,31,Married,Doctorate,Life Sciences,10,10,1673,Permanent,Remote,Executive,5476,54,7476,1,disagree,5,HR,0,2,0,3011,2.15,42,neutral,strongly disagree,strongly agree,strongly agree,0
741,Male,44,Single,Post-graduate,Life Sciences,7,5,1471,Fixed-term,Remote,Executive,3162,33,5836,4,disagree,1,Technical,2,3,0,8052,1.2,13,neutral,strongly disagree,neutral,agree,0
742,Male,28,Single,Post-graduate,Life Sciences,5,4,1507,Fixed-term,Hybrid,Mid,4898,35,9292,4,strongly disagree,6,Management,2,3,1,2515,8.52,27,neutral,neutral,strongly disagree,strongly agree,0
743,Female,34,Divorced,Undergraduate,Marketing,3,2,555,Casual/adhoc,On-Site,Senior,2351,38,3238,1,strongly agree,10,Operations,2,0,1,350,1.57,17,disagree,strongly agree,neutral,strongly disagree,1
744,Male,27,Divorced,Undergraduate,Medical,5,5,497,Fixed-term,On-Site,Junior,3816,51,8248,1,disagree,3,Technical,2,4,0,5051,9.75,27,neutral,neutral,disagree,disagree,0
745,Female,36,Married,Post-graduate,Medical,10,9,2024,Casual/adhoc,Hybrid,Junior,7644,43,8903,2,strongly agree,5,Finance,7,4,3,8198,8.43,50,neutral,agree,strongly agree,strongly agree,0
746,Male,41,Single,Post-graduate,Marketing,8,8,488,Casual/adhoc,On-Site,Mid,9355,57,11,2,disagree,19,Management,7,7,7,5389,5.01,26,neutral,disagree,disagree,strongly agree,1
747,Female,27,Married,Doctorate,Technical Degree,4,2,1001,Fixed-term,Remote,Executive,2811,41,9184,1,strongly agree,8,Operations,2,2,2,8202,9.81,31,neutral,disagree,disagree,neutral,0
748,Male,29,Single,Post-graduate,Life Sciences,6,3,495,Casual/adhoc,On-Site,Graduate/intern,2201,57,5053,2,neutral,3,Finance,2,2,1,7357,0.97,46,neutral,strongly disagree,strongly agree,strongly agree,0
749,Male,35,Married,School,Life Sciences,4,3,1291,Casual/adhoc,Remote,Mid,3506,54,4065,5,strongly agree,5,HR,2,2,2,5665,3.03,8,neutral,strongly agree,neutral,agree,0
750,Female,22,Married,School,Life Sciences,4,3,926,Permanent,Hybrid,Mid,4171,60,2352,4,strongly agree,15,Operations,2,2,0,6537,6.38,39,agree,strongly disagree,neutral,strongly disagree,1
751,Female,58,Divorced,Post-graduate,Technical Degree,24,6,940,Permanent,On-Site,Senior,10552,49,7672,4,strongly disagree,3,HR,0,4,0,9210,3.5,31,neutral,agree,disagree,strongly agree,0
752,Male,33,Single,5,Life Sciences,14,0,1515,Casual/adhoc,Hybrid,Junior,6388,53,8282,1,neutral,1,Technical,0,0,0,1273,9.28,19,neutral,neutral,neutral,agree,0
753,Male,22,Married,Doctorate,Life Sciences,1,0,1203,Casual/adhoc,On-Site,Mid,2853,54,2891,3,agree,20,Management,0,0,0,8724,0.66,27,neutral,neutral,strongly agree,strongly disagree,1
754,Female,27,Single,Post-graduate,Medical,7,7,260,Permanent,Remote,Mid,2279,33,6266,1,strongly disagree,6,Operations,7,3,0,935,5.49,32,disagree,strongly agree,disagree,agree,0
755,Male,51,Married,Doctorate,Life Sciences,10,4,116,Casual/adhoc,Hybrid,Executive,2075,50,10082,2,agree,4,Technical,2,3,0,2362,5.91,3,neutral,strongly disagree,strongly agree,strongly agree,0
756,Female,36,Married,Post-graduate,Other,10,9,823,Fixed-term,On-Site,Executive,5228,59,6286,3,disagree,4,Technical,7,5,0,9189,6.53,45,neutral,strongly disagree,disagree,neutral,0
757,Male,33,Divorced,School,Medical,8,4,584,Fixed-term,Remote,Graduate/intern,3408,53,5396,2,agree,15,HR,3,3,1,4667,2.56,33,neutral,agree,agree,strongly disagree,1
758,Male,39,Divorced,Post-graduate,Medical,19,18,417,Permanent,Hybrid,Senior,9613,41,9001,5,strongly agree,9,Management,10,7,3,3915,3.65,47,disagree,neutral,strongly agree,strongly agree,0
759,Female,40,Married,Undergraduate,Life Sciences,18,1,1724,Contract,Hybrid,Graduate/intern,6516,39,4485,2,agree,9,HR,0,0,0,346,8.44,2,neutral,strongly disagree,strongly disagree,agree,0
760,Male,39,Divorced,Undergraduate,Medical,11,10,1627,Permanent,On-Site,Executive,3069,59,6665,5,strongly disagree,2,Technical,8,7,0,2529,1.95,25,neutral,strongly agree,neutral,strongly agree,0
761,Male,28,Single,Doctorate,Life Sciences,5,0,364,Casual/adhoc,On-Site,Junior,3485,51,189,5,strongly disagree,15,Finance,0,0,0,9282,8.27,7,strongly disagree,neutral,neutral,disagree,1
762,Female,29,Divorced,Doctorate,Life Sciences,10,10,20,Permanent,On-Site,Executive,9980,57,11080,2,agree,13,Operations,9,8,8,9218,5.63,5,neutral,agree,strongly disagree,agree,0
763,Male,31,Married,Doctorate,Life Sciences,8,6,895,Permanent,Remote,Senior,2356,36,8708,2,strongly disagree,5,Operations,4,2,0,5387,7.62,15,neutral,strongly agree,strongly agree,agree,0
764,Male,46,Divorced,Doctorate,Medical,23,2,1069,Fixed-term,On-Site,Executive,19627,32,8208,5,strongly disagree,4,HR,2,2,2,2707,7.14,23,neutral,disagree,strongly agree,neutral,0
765,Male,24,Married,Post-graduate,Medical,3,2,1746,Contract,Hybrid,Senior,2145,52,7979,3,agree,3,Finance,2,1,2,9366,2.08,47,neutral,agree,strongly agree,strongly agree,0
766,Female,36,Divorced,Undergraduate,Life Sciences,7,1,155,Casual/adhoc,Hybrid,Senior,2835,57,8374,5,neutral,0,HR,0,0,0,6030,5.69,38,neutral,strongly agree,strongly agree,strongly agree,0
767,Male,34,Married,School,Life Sciences,10,10,256,Permanent,On-Site,Senior,9547,43,7218,4,neutral,8,Finance,9,9,1,4122,8.68,29,disagree,strongly disagree,neutral,agree,0
768,Male,41,Divorced,Doctorate,Life Sciences,5,5,1772,Casual/adhoc,On-Site,Senior,2289,53,9922,5,disagree,4,HR,3,4,0,4884,4.32,44,neutral,disagree,strongly disagree,agree,0
769,Female,40,Married,Post-graduate,Medical,20,1,521,Permanent,Hybrid,Senior,3448,39,8655,3,strongly disagree,4,HR,0,0,0,6717,9.67,12,neutral,agree,neutral,agree,0
770,Male,44,Married,Post-graduate,Life Sciences,10,3,1333,Contract,Remote,Junior,2362,45,3581,4,agree,15,Management,2,2,1,3251,4.52,4,strongly agree,strongly disagree,strongly disagree,neutral,1
771,Male,31,Divorced,School,Life Sciences,5,5,16,Casual/adhoc,On-Site,Graduate/intern,2911,45,8809,1,strongly disagree,8,Technical,2,3,4,5680,1.43,24,disagree,disagree,neutral,neutral,0
772,Female,38,Single,Doctorate,Life Sciences,17,15,803,Fixed-term,On-Site,Mid,5980,51,7829,1,strongly agree,2,HR,7,12,4,7154,3.89,19,neutral,neutral,strongly disagree,strongly agree,0
773,Female,28,Single,Post-graduate,Other,10,8,1097,Fixed-term,Hybrid,Graduate/intern,3660,60,6875,3,strongly disagree,2,Operations,7,7,1,7806,9.52,17,strongly agree,strongly disagree,neutral,neutral,0
774,Female,55,Married,Undergraduate,Medical,23,19,1336,Permanent,On-Site,Senior,19187,39,11297,5,strongly disagree,2,Operations,9,11,9,7719,3.2,46,neutral,strongly agree,neutral,strongly agree,0
775,Male,35,Married,School,Life Sciences,1,1,63,Casual/adhoc,Remote,Junior,2269,54,7707,2,neutral,13,Finance,0,1,0,4673,8.68,17,neutral,agree,strongly agree,agree,0
776,Male,54,Married,Undergraduate,Medical,24,4,522,Permanent,Hybrid,Executive,19406,42,3586,3,agree,10,Operations,2,2,1,3591,8.81,1,disagree,disagree,strongly disagree,agree,0
777,Female,28,Single,Undergraduate,Life Sciences,10,7,741,Contract,On-Site,Junior,2216,35,2129,4,strongly disagree,8,Operations,7,7,3,806,3.5,9,neutral,strongly disagree,disagree,strongly disagree,1
778,Female,34,Married,Undergraduate,Life Sciences,6,3,808,Casual/adhoc,Hybrid,Senior,6500,41,9486,4,neutral,3,Technical,2,2,1,7097,0.83,44,neutral,neutral,strongly disagree,strongly agree,0
779,Male,38,Single,Post-graduate,Life Sciences,20,1,1961,Permanent,On-Site,Junior,2858,38,5647,1,disagree,3,Finance,0,0,0,5333,7.25,49,disagree,agree,strongly disagree,neutral,0
780,Male,29,Single,School,Medical,4,4,315,Contract,On-Site,Junior,2389,42,1287,4,neutral,5,HR,3,1,0,9045,3.12,46,disagree,agree,strongly agree,disagree,1
781,Female,35,Single,Doctorate,Life Sciences,7,2,826,Fixed-term,On-Site,Senior,2506,33,5504,3,neutral,13,Finance,2,2,2,5855,7.83,11,neutral,strongly disagree,neutral,agree,0
782,Male,38,Divorced,Undergraduate,Life Sciences,12,11,461,Contract,Remote,Junior,11510,53,10173,4,neutral,6,Finance,10,9,2,7060,4.43,46,neutral,neutral,strongly agree,strongly agree,0
